CRIM,INDUS,NOX,RM,DIS,PTRATIO,LSTAT
0.0,0.06781524926686218,0.31481481481481477,0.5775052692086607,0.26920313906646415,0.2872340425531916,0.08967991169977926
0.0002359225391784276,0.2423020527859238,0.17283950617283939,0.5479977007089482,0.3489619801944185,0.5531914893617023,0.2044701986754967
0.00023569774400055392,0.2423020527859238,0.17283950617283939,0.6943858976815481,0.3489619801944185,0.5531914893617023,0.06346578366445917
0.0002927957191804687,0.06304985337243403,0.15020576131687247,0.6585552787890402,0.44854458983895457,0.6489361702127658,0.03338852097130243
0.0007050700754007986,0.06304985337243403,0.15020576131687247,0.6871048093504503,0.44854458983895457,0.6489361702127658,0.09933774834437087
0.000264471526768385,0.06304985337243403,0.15020576131687247,0.5497221689978923,0.44854458983895457,0.6489361702127658,0.09602649006622516
0.000921323036515279,0.27162756598240473,0.28600823045267487,0.4696301973558151,0.4029226418354264,0.2765957446808509,0.29525386313465785
0.0015536718718739421,0.27162756598240473,0.28600823045267487,0.5002874113814907,0.43838718184215547,0.2765957446808509,0.4806843267108167
0.0023032513924937294,0.27162756598240473,0.28600823045267487,0.3966277064571758,0.4503541907264775,0.2765957446808509,0.7781456953642383
0.0018401733260739476,0.27162756598240473,0.28600823045267487,0.46809733665453146,0.49673089688912336,0.2765957446808509,0.4241169977924945
0.002456674101392516,0.27162756598240473,0.28600823045267487,0.5395669668518873,0.4744155171002738,0.2765957446808509,0.5165562913907285
0.0012492992010329788,0.27162756598240473,0.28600823045267487,0.469055374592834,0.4635033509443571,0.2765957446808509,0.31843267108167767
0.0009830293128416045,0.27162756598240473,0.28600823045267487,0.4460624640735774,0.3929561967463558,0.2765957446808509,0.38576158940397354
0.007007315284678365,0.28152492668621704,0.31481481481481477,0.4575589193332056,0.325355327410452,0.8936170212765959,0.1801876379690949
0.007099481307606575,0.28152492668621704,0.31481481481481477,0.48572523471929496,0.30302176067800923,0.8936170212765959,0.23537527593818985
0.006980677056100335,0.28152492668621704,0.31481481481481477,0.4355240467522513,0.3063590648273604,0.8936170212765959,0.1859823399558499
0.011774883814612317,0.28152492668621704,0.31481481481481477,0.45487641310595894,0.3063590648273604,0.8936170212765959,0.13383002207505518
0.008743183648218926,0.28152492668621704,0.31481481481481477,0.46541483042728504,0.2844710782129509,0.8936170212765959,0.35706401766004414
0.008951231585341017,0.28152492668621704,0.31481481481481477,0.3630963786165934,0.24251379934345135,0.8936170212765959,0.2748344370860927
0.008086781728827779,0.28152492668621704,0.31481481481481477,0.41502203487258094,0.24251379934345135,0.8936170212765959,0.26352097130242824
0.013998782509316635,0.28152492668621704,0.31481481481481477,0.384939643609887,0.24264110794860366,0.8936170212765959,0.5322847682119205
0.009505688891566449,0.28152492668621704,0.31481481481481477,0.46062464073577314,0.2621375114805081,0.8936170212765959,0.33388520971302427
0.013781630367490662,0.28152492668621704,0.31481481481481477,0.4945391837516767,0.25891842246451274,0.8936170212765959,0.46881898454746135
0.011038679607076012,0.28152492668621704,0.31481481481481477,0.43150028741138147,0.26967599959988725,0.8936170212765959,0.5008278145695364
0.00836170623136729,0.28152492668621704,0.31481481481481477,0.4527687296416939,0.2973565277487292,0.8936170212765959,0.40204194260485654
0.009376431664289083,0.28152492668621704,0.31481481481481477,0.3904962636520407,0.30235793723685767,0.8936170212765959,0.4078366445916115
0.007481071122047147,0.28152492668621704,0.31481481481481477,0.43150028741138147,0.32303649210231977,0.8936170212765959,0.3609271523178808
0.010671589081608293,0.28152492668621704,0.31481481481481477,0.4763364629239316,0.30224881557529854,0.8936170212765959,0.429083885209713
0.008617185951020727,0.28152492668621704,0.31481481481481477,0.562176662195823,0.3023670307086542,0.8936170212765959,0.30546357615894043
0.011196261026765464,0.28152492668621704,0.31481481481481477,0.5964744203870475,0.282752412043394,0.8936170212765959,0.2828366445916115
0.012638996478358745,0.28152492668621704,0.31481481481481477,0.4123395286453343,0.2822068037355982,0.8936170212765959,0.5758830022075054
0.015155690892243534,0.28152492668621704,0.31481481481481477,0.4811266526154435,0.2769325900935718,0.8936170212765959,0.31208609271523174
0.015529637670636401,0.28152492668621704,0.31481481481481477,0.45775052692086604,0.260109667269867,0.8936170212765959,0.7168874172185431
0.012874019836825677,0.28152492668621704,0.31481481481481477,0.4100402375934086,0.24166810646636777,0.8936170212765959,0.4586092715231788
0.018056672662703378,0.28152492668621704,0.31481481481481477,0.48572523471929496,0.2391764951941001,0.8936170212765959,0.5135209713024282
0.0006502200519996206,0.20161290322580644,0.23456790123456794,0.454493197930638,0.20284807536669425,0.7021276595744679,0.2193708609271523
0.0010241668303924878,0.20161290322580644,0.23456790123456794,0.43686529986587475,0.20444852640289535,0.7021276595744679,0.2671081677704194
0.0008297190015317544,0.20161290322580644,0.23456790123456794,0.43858976815481887,0.25503551000736574,0.7021276595744679,0.19426048565121412
0.0018964845181313047,0.20161290322580644,0.23456790123456794,0.4608162483234336,0.24713328301612275,0.7021276595744679,0.2317880794701987
0.0002395192620244065,0.09127565982404694,0.08847736625514402,0.5813374209618701,0.38842764779165034,0.6063829787234043,0.07146799116997793
0.00030650822503076316,0.09127565982404694,0.08847736625514402,0.6635370760682123,0.38842764779165034,0.6063829787234043,0.006898454746136866
0.0013613595972030085,0.23643695014662755,0.12962962962962965,0.6148687488024526,0.41750857059716834,0.5638297872340423,0.0858167770419426
0.0015193906072482057,0.23643695014662755,0.12962962962962965,0.4997125886185093,0.41750857059716834,0.5638297872340423,0.11258278145695363
0.0017201327010894023,0.23643695014662755,0.12962962962962965,0.5077601073002492,0.41750857059716834,0.5638297872340423,0.157560706401766
0.0013079707424580094,0.23643695014662755,0.12962962962962965,0.48055182985246214,0.41750857059716834,0.5638297872340423,0.21578366445916114
0.001855684193347232,0.23643695014662755,0.12962962962962965,0.40639969342785986,0.3610835780992825,0.5638297872340423,0.2339955849889625
0.002046085709006239,0.23643695014662755,0.12962962962962965,0.42632688254454865,0.3610835780992825,0.5638297872340423,0.34271523178807944
0.002505904245346852,0.23643695014662755,0.12962962962962965,0.4730791339337038,0.41464412698124015,0.5638297872340423,0.47102649006622516
0.002782402314131479,0.23643695014662755,0.12962962962962965,0.35217474611994637,0.43106693704589477,0.5638297872340423,0.8024282560706402
0.002399126535856854,0.23643695014662755,0.12962962962962965,0.3910710864150221,0.45086342514708694,0.5638297872340423,0.3992825607064017
0.0009262685304285,0.18988269794721407,0.11111111111111105,0.4602414255604522,0.5169729651083488,0.44680851063829796,0.32339955849889623
0.00041643306701099296,0.18988269794721407,0.11111111111111105,0.4893657788848439,0.5169729651083488,0.44680851063829796,0.21247240618101543
0.0005314158004933805,0.18988269794721407,0.11111111111111105,0.5652423835983905,0.5169729651083488,0.44680851063829796,0.09795805739514349
0.000488817114286318,0.18988269794721407,0.11111111111111105,0.4669476911285687,0.5169729651083488,0.44680851063829796,0.184878587196468
8.182544474601967e-05,0.12976539589442815,0.05144032921810693,0.44587085648591673,0.5628949976811648,0.9042553191489362,0.3606512141280353
7.63179628881145e-05,0.02785923753665689,0.03703703703703709,0.7066487832918183,0.6881030108485119,0.5638297872340423,0.08498896247240617
0.00015994176905712357,0.010263929618768326,0.05144032921810693,0.5407166123778501,0.7327519573698043,0.5,0.11147902869757173
8.991807114947215e-05,0.03152492668621701,0.053497942386831254,0.6236826978348343,0.6542934827087634,0.26595744680851063,0.06125827814569537
0.001664945484921414,0.17118768328445746,0.13991769547325106,0.49511400651465787,0.6079167765461176,0.7553191489361701,0.14155629139072848
0.0010898070223316026,0.17118768328445746,0.13991769547325106,0.45334355240467505,0.5276396075257573,0.7553191489361701,0.20667770419426051
0.001607285521796815,0.17118768328445746,0.13991769547325106,0.4177045410998276,0.5543198537769736,0.7553191489361701,0.315121412803532
0.0018589437234264,0.17118768328445746,0.13991769547325106,0.4608162483234336,0.5173185170366195,0.7553191489361701,0.3507174392935982
0.0011683729369984539,0.17118768328445746,0.13991769547325106,0.5547039662770646,0.5543289472487702,0.7553191489361701,0.13796909492273732
0.0013507942238429455,0.17118768328445746,0.13991769547325106,0.6133358881011687,0.6230210332002656,0.7553191489361701,0.2144039735099338
0.00014825241980769222,0.03372434017595308,0.0639917695473251,0.6788656830810501,0.735961952914003,0.6382978723404256,0.17439293598233996
